icao_address,timestamp,latitude,longitude,altitude_baro,heading,vertical_rate,on_ground,callsign,tail_number,collection_type,flight_number,ingestion_time,speed,squawk,aircraft_type_icao,aircraft_type_name,airline_iata,airline_name,departure_utc_offset,departure_airport_icao,departure_airport_iata,departure_scheduled_time,departure_estimated_time,arrival_utc_offset,arrival_airport_icao,arrival_airport_iata,arrival_scheduled_time,arrival_estimated_time,takeoff_time,landing_time,source
780FBD,2021-03-20T12:05:11Z,31.086136,121.503942,11275.0,110.0,-1400.0,False,CSH9418,B-7397,terrestrial,FM9418,2021-03-20T12:05:13.243Z,330.0,2137,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSLG,LYG,2021-03-20T11:20:00Z,,+0800,ZSPD,PVG,2021-03-20T12:35:00Z,,,,
780FBD,2021-03-20T12:05:14Z,31.084931,121.509119,11200.0,110.0,-1400.0,False,CSH9418,B-7397,terrestrial,FM9418,2021-03-20T12:05:15.825Z,330.0,2137,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSLG,LYG,2021-03-20T11:20:00Z,,+0800,ZSPD,PVG,2021-03-20T12:35:00Z,,,,
780FBD,2021-03-20T12:04:49Z,31.094467,121.467806,11750.0,110.0,-1660.0,False,CSH9418,B-7397,terrestrial,FM9418,2021-03-20T12:04:51.545Z,330.0,2137,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSLG,LYG,2021-03-20T11:20:00Z,,+0800,ZSPD,PVG,2021-03-20T12:35:00Z,,,,
780FBD,2021-03-20T12:04:56Z,31.092147,121.477972,11600.0,110.0,-1500.0,False,CSH9418,B-7397,terrestrial,FM9418,2021-03-20T12:04:58.448Z,330.0,2137,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSLG,LYG,2021-03-20T11:20:00Z,,+0800,ZSPD,PVG,2021-03-20T12:35:00Z,,,,
780FBD,2021-03-20T12:05:17Z,31.083953,121.513239,11150.0,110.0,-1310.0,False,CSH9418,B-7397,terrestrial,FM9418,2021-03-20T12:05:18.721Z,330.0,2137,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSLG,LYG,2021-03-20T11:20:00Z,,+0800,ZSPD,PVG,2021-03-20T12:35:00Z,,,,
780E37,2021-03-20T12:07:08Z,31.090843,121.483246,10975.0,110.0,-990.0,False,CES2543,B-6017,terrestrial,MU2543,2021-03-20T12:07:10.544Z,350.0,6247,B738,Boeing 737-84P,MU,China Eastern Airlines,+0800,ZHHH,WUH,2021-03-20T11:00:00Z,2021-03-20T11:00:00Z,+0800,ZSPD,PVG,2021-03-20T12:40:00Z,2021-03-20T12:40:00Z,,,
780E37,2021-03-20T12:07:14Z,31.088654,121.492525,10925.0,110.0,-760.0,False,CES2543,B-6017,terrestrial,MU2543,2021-03-20T12:07:16.967Z,350.0,6247,B738,Boeing 737-84P,MU,China Eastern Airlines,+0800,ZHHH,WUH,2021-03-20T11:00:00Z,2021-03-20T11:00:00Z,+0800,ZSPD,PVG,2021-03-20T12:40:00Z,2021-03-20T12:40:00Z,,,
780DF8,2021-03-20T12:08:53Z,31.109711,121.401672,11075.0,104.67185,,False,CSH9134,B-1512,terrestrial,FM9134,2021-03-20T12:08:54.597Z,340.0,0035,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZBOW,BAV,2021-03-20T10:15:00Z,,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,2021-03-20T10:08:44Z,,
780DF8,2021-03-20T12:09:11Z,31.102203,121.434093,10625.0,105.204056,,False,CSH9134,B-1512,terrestrial,FM9134,2021-03-20T12:09:13.800Z,340.0,0035,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZBOW,BAV,2021-03-20T10:15:00Z,,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,2021-03-20T10:08:44Z,,
780DF8,2021-03-20T12:09:13Z,31.100991,121.43941,10575.0,104.903244,,False,CSH9134,B-1512,terrestrial,FM9134,2021-03-20T12:09:15.865Z,340.0,0035,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZBOW,BAV,2021-03-20T10:15:00Z,,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,2021-03-20T10:08:44Z,,
780DF8,2021-03-20T12:09:25Z,31.095795,121.461666,10325.0,105.259,,False,CSH9134,B-1512,terrestrial,FM9134,2021-03-20T12:09:27.686Z,330.0,0035,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZBOW,BAV,2021-03-20T10:15:00Z,,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,2021-03-20T10:08:44Z,,
7335A5,2021-03-20T12:10:41Z,31.105682,121.417829,12300.0,110.0,-1850.0,False,IRM077,EP-MME,terrestrial,W577,2021-03-20T12:10:43.405Z,360.0,5516,A346,Airbus A340-642,W5,Mahan Air,+0330,OIIE,IKA,,,+0800,ZSPD,PVG,,,,,
7335A5,2021-03-20T12:10:56Z,31.099269,121.445947,11925.0,110.0,-920.0,False,IRM077,EP-MME,terrestrial,W577,2021-03-20T12:10:58.439Z,360.0,5516,A346,Airbus A340-642,W5,Mahan Air,+0330,OIIE,IKA,,,+0800,ZSPD,PVG,,,,,
7335A5,2021-03-20T12:10:59Z,31.097992,121.451542,11900.0,110.0,-890.0,False,IRM077,EP-MME,terrestrial,W577,2021-03-20T12:11:01.558Z,350.0,5516,A346,Airbus A340-642,W5,Mahan Air,+0330,OIIE,IKA,,,+0800,ZSPD,PVG,,,,,
780DF8,2021-03-20T12:09:43Z,31.088745,121.49204,10075.0,105.08608,,False,CSH9134,B-1512,terrestrial,FM9134,2021-03-20T12:09:46.673Z,320.0,0035,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZBOW,BAV,2021-03-20T10:15:00Z,,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,2021-03-20T10:08:44Z,,
780DF8,2021-03-20T12:09:59Z,31.082886,121.517513,9850.0,105.14429,,False,CSH9134,B-1512,terrestrial,FM9134,2021-03-20T12:10:00.788Z,310.0,0035,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZBOW,BAV,2021-03-20T10:15:00Z,,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,2021-03-20T10:08:44Z,,
780DF8,2021-03-20T12:09:31Z,31.093689,121.470768,10250.0,105.116516,,False,CSH9134,B-1512,terrestrial,FM9134,2021-03-20T12:09:33.563Z,330.0,0035,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZBOW,BAV,2021-03-20T10:15:00Z,,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,2021-03-20T10:08:44Z,,
79A035,2021-03-20T12:03:44Z,31.131576,121.173267,29675.0,260.0,-890.0,False,CES6433,B-2208,terrestrial,MU6433,2021-03-20T12:03:47.464Z,350.0,0701,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSQD,TAO,2021-03-20T10:55:00Z,2021-03-20T10:55:00Z,+0800,ZSYW,YIW,2021-03-20T13:05:00Z,2021-03-20T13:05:00Z,,,
79A035,2021-03-20T12:03:32Z,31.137256,121.195294,29850.0,260.0,-990.0,False,CES6433,B-2208,terrestrial,MU6433,2021-03-20T12:03:34.425Z,350.0,0701,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSQD,TAO,2021-03-20T10:55:00Z,2021-03-20T10:55:00Z,+0800,ZSYW,YIW,2021-03-20T13:05:00Z,2021-03-20T13:05:00Z,,,
79A035,2021-03-20T12:03:23Z,31.142051,121.213806,30000.0,260.0,-800.0,False,CES6433,B-2208,terrestrial,MU6433,2021-03-20T12:03:26.016Z,350.0,0701,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSQD,TAO,2021-03-20T10:55:00Z,2021-03-20T10:55:00Z,+0800,ZSYW,YIW,2021-03-20T13:05:00Z,2021-03-20T13:05:00Z,,,
79A035,2021-03-20T12:03:18Z,31.144455,121.223091,30050.0,260.0,-380.0,False,CES6433,B-2208,terrestrial,MU6433,2021-03-20T12:03:19.260Z,350.0,0701,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSQD,TAO,2021-03-20T10:55:00Z,2021-03-20T10:55:00Z,+0800,ZSYW,YIW,2021-03-20T13:05:00Z,2021-03-20T13:05:00Z,,,
79A035,2021-03-20T12:03:08Z,31.148801,121.239789,30075.0,260.0,0.0,False,CES6433,B-2208,terrestrial,MU6433,2021-03-20T12:03:12.229Z,360.0,0701,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSQD,TAO,2021-03-20T10:55:00Z,2021-03-20T10:55:00Z,+0800,ZSYW,YIW,2021-03-20T13:05:00Z,2021-03-20T13:05:00Z,,,
79A035,2021-03-20T12:03:26Z,31.140142,121.20639,29950.0,260.0,-890.0,False,CES6433,B-2208,terrestrial,MU6433,2021-03-20T12:03:29.809Z,350.0,0701,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSQD,TAO,2021-03-20T10:55:00Z,2021-03-20T10:55:00Z,+0800,ZSYW,YIW,2021-03-20T13:05:00Z,2021-03-20T13:05:00Z,,,
780E37,2021-03-20T12:04:50Z,31.194748,121.240833,13800.0,130.0,,False,CES2543,B-6017,terrestrial,MU2543,2021-03-20T12:04:53.587Z,370.0,,B738,Boeing 737-84P,MU,China Eastern Airlines,+0800,ZHHH,WUH,2021-03-20T11:00:00Z,2021-03-20T11:00:00Z,+0800,ZSPD,PVG,2021-03-20T12:40:00Z,2021-03-20T12:40:00Z,,,
780DF8,2021-03-20T12:07:29Z,31.173706,121.27066,13775.0,129.80208,,False,CSH9134,B-1512,terrestrial,FM9134,2021-03-20T12:07:31.104Z,330.0,0035,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZBOW,BAV,2021-03-20T10:15:00Z,,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,2021-03-20T10:08:44Z,,
780DF8,2021-03-20T12:07:12Z,31.190744,121.24671,13800.0,129.67029,,False,CSH9134,B-1512,terrestrial,FM9134,2021-03-20T12:07:14.833Z,330.0,0035,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZBOW,BAV,2021-03-20T10:15:00Z,,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,2021-03-20T10:08:44Z,,
780E37,2021-03-20T12:04:24Z,31.223236,121.200579,13800.0,130.0,-60.0,False,CES2543,B-6017,terrestrial,MU2543,2021-03-20T12:04:26.891Z,360.0,6247,B738,Boeing 737-84P,MU,China Eastern Airlines,+0800,ZHHH,WUH,2021-03-20T11:00:00Z,2021-03-20T11:00:00Z,+0800,ZSPD,PVG,2021-03-20T12:40:00Z,2021-03-20T12:40:00Z,,,
780E37,2021-03-20T12:04:05Z,31.243069,121.172772,13800.0,130.0,60.0,False,CES2543,B-6017,terrestrial,MU2543,2021-03-20T12:04:07.618Z,360.0,6247,B738,Boeing 737-84P,MU,China Eastern Airlines,+0800,ZHHH,WUH,2021-03-20T11:00:00Z,2021-03-20T11:00:00Z,+0800,ZSPD,PVG,2021-03-20T12:40:00Z,2021-03-20T12:40:00Z,,,
780E37,2021-03-20T12:04:11Z,31.236328,121.182215,13800.0,130.0,0.0,False,CES2543,B-6017,terrestrial,MU2543,2021-03-20T12:04:13.895Z,360.0,6247,B738,Boeing 737-84P,MU,China Eastern Airlines,+0800,ZHHH,WUH,2021-03-20T11:00:00Z,2021-03-20T11:00:00Z,+0800,ZSPD,PVG,2021-03-20T12:40:00Z,2021-03-20T12:40:00Z,,,
780DE2,2021-03-20T12:03:50Z,31.286642,121.277911,4750.0,320.0,30.0,False,CES5523,B-1680,terrestrial,MU5523,2021-03-20T12:03:52.103Z,240.0,6313,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T11:55:00Z,2021-03-20T11:55:00Z,+0800,ZSQD,TAO,2021-03-20T13:45:00Z,2021-03-20T13:45:00Z,,,
780DF8,2021-03-20T12:06:20Z,31.240768,121.175968,13800.0,129.5015,,False,CSH9134,B-1512,terrestrial,FM9134,2021-03-20T12:06:21.693Z,330.0,0035,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZBOW,BAV,2021-03-20T10:15:00Z,,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,2021-03-20T10:08:44Z,,
780DF8,2021-03-20T12:06:26Z,31.235108,121.183978,13800.0,129.56795,,False,CSH9134,B-1512,terrestrial,FM9134,2021-03-20T12:06:28.284Z,330.0,0035,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZBOW,BAV,2021-03-20T10:15:00Z,,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,2021-03-20T10:08:44Z,,
780DF8,2021-03-20T12:06:38Z,31.223377,121.200568,13800.0,129.587,,False,CSH9134,B-1512,terrestrial,FM9134,2021-03-20T12:06:40.400Z,330.0,0035,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZBOW,BAV,2021-03-20T10:15:00Z,,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,2021-03-20T10:08:44Z,,
780DF8,2021-03-20T12:06:50Z,31.211426,121.21749,13800.0,129.59415,,False,CSH9134,B-1512,terrestrial,FM9134,2021-03-20T12:06:52.924Z,330.0,0035,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZBOW,BAV,2021-03-20T10:15:00Z,,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,2021-03-20T10:08:44Z,,
78119D,2021-03-20T12:06:38Z,31.281464,121.282277,4600.0,330.0,,False,CES5346,B-8568,terrestrial,MU5346,2021-03-20T12:06:40.204Z,210.0,,A321,Airbus A321-211,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:00:00Z,2021-03-20T12:00:00Z,+0800,ZSYT,YNT,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,2021-03-20T12:04:15Z,,
78119D,2021-03-20T12:06:42Z,31.284407,121.279724,4650.0,320.0,,False,CES5346,B-8568,terrestrial,MU5346,2021-03-20T12:06:43.844Z,210.0,,A321,Airbus A321-211,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:00:00Z,2021-03-20T12:00:00Z,+0800,ZSYT,YNT,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,2021-03-20T12:04:15Z,,
7807CC,2021-03-20T12:08:50Z,31.194422,121.2271,5750.0,170.0,30.0,False,CCA1885,B-6823,terrestrial,CA1885,2021-03-20T12:08:52.337Z,290.0,4130,A321,Airbus A321-232,CA,Air China,+0800,ZBAA,PEK,2021-03-20T10:30:00Z,,+0800,ZSSS,SHA,2021-03-20T12:35:00Z,,,,
7335A5,2021-03-20T12:08:49Z,31.201126,121.231923,13800.0,130.0,60.0,False,IRM077,EP-MME,terrestrial,W577,2021-03-20T12:08:51.488Z,360.0,5516,A346,Airbus A340-642,W5,Mahan Air,+0330,OIIE,IKA,,,+0800,ZSPD,PVG,,,,,
7335A5,2021-03-20T12:09:11Z,31.175754,121.267694,13800.0,130.0,-30.0,False,IRM077,EP-MME,terrestrial,W577,2021-03-20T12:09:13.602Z,360.0,5516,A346,Airbus A340-642,W5,Mahan Air,+0330,OIIE,IKA,,,+0800,ZSPD,PVG,,,,,
7335A5,2021-03-20T12:09:17Z,31.171188,121.274145,13800.0,130.0,0.0,False,IRM077,EP-MME,terrestrial,W577,2021-03-20T12:09:20.307Z,360.0,5516,A346,Airbus A340-642,W5,Mahan Air,+0330,OIIE,IKA,,,+0800,ZSPD,PVG,,,,,
7335A5,2021-03-20T12:08:59Z,31.188217,121.250126,13800.0,130.0,30.0,False,IRM077,EP-MME,terrestrial,W577,2021-03-20T12:09:00.352Z,350.0,5516,A346,Airbus A340-642,W5,Mahan Air,+0330,OIIE,IKA,,,+0800,ZSPD,PVG,,,,,
7802F3,2021-03-20T12:12:18Z,31.18428,121.234939,11800.0,220.0,0.0,False,CSN3262,B-5193,terrestrial,CZ3262,2021-03-20T12:12:20.386Z,300.0,5044,B738,Boeing 737-81B,CZ,China Southern Airlines,+0800,ZSPD,PVG,2021-03-20T11:50:00Z,,+0800,ZGNN,NNG,2021-03-20T15:20:00Z,,2021-03-20T12:02:46Z,,
7802F3,2021-03-20T12:12:15Z,31.187532,121.238031,11800.0,220.0,30.0,False,CSN3262,B-5193,terrestrial,CZ3262,2021-03-20T12:12:17.971Z,300.0,5044,B738,Boeing 737-81B,CZ,China Southern Airlines,+0800,ZSPD,PVG,2021-03-20T11:50:00Z,,+0800,ZGNN,NNG,2021-03-20T15:20:00Z,,2021-03-20T12:02:46Z,,
7802F3,2021-03-20T12:12:21Z,31.183156,121.233856,11800.0,220.0,-30.0,False,CSN3262,B-5193,terrestrial,CZ3262,2021-03-20T12:12:23.244Z,300.0,5044,B738,Boeing 737-81B,CZ,China Southern Airlines,+0800,ZSPD,PVG,2021-03-20T11:50:00Z,,+0800,ZGNN,NNG,2021-03-20T15:20:00Z,,2021-03-20T12:02:46Z,,
7802F3,2021-03-20T12:12:12Z,31.190977,121.241217,11800.0,220.0,30.0,False,CSN3262,B-5193,terrestrial,CZ3262,2021-03-20T12:12:14.381Z,300.0,5044,B738,Boeing 737-81B,CZ,China Southern Airlines,+0800,ZSPD,PVG,2021-03-20T11:50:00Z,,+0800,ZGNN,NNG,2021-03-20T15:20:00Z,,2021-03-20T12:02:46Z,,
7807CC,2021-03-20T12:08:01Z,31.24414,121.179749,5775.0,140.0,0.0,False,CCA1885,B-6823,terrestrial,CA1885,2021-03-20T12:08:04.518Z,290.0,4130,A321,Airbus A321-232,CA,Air China,+0800,ZBAA,PEK,2021-03-20T10:30:00Z,,+0800,ZSSS,SHA,2021-03-20T12:35:00Z,,,,
781117,2021-03-20T12:10:06Z,31.260619,121.190131,4750.0,240.0,90.0,False,CXA8506,B-7826,terrestrial,MF8506,2021-03-20T12:10:08.617Z,250.0,2145,B738,Boeing 737-800WL,MF,Xiamen Airlines,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZSAM,XMN,2021-03-20T14:10:00Z,2021-03-20T13:44:00Z,2021-03-20T12:06:55Z,,
781117,2021-03-20T12:09:54Z,31.267555,121.201007,4750.0,240.0,,False,CXA8506,B-7826,terrestrial,MF8506,2021-03-20T12:09:55.589Z,240.0,2145,B738,Boeing 737-800WL,MF,Xiamen Airlines,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZSAM,XMN,2021-03-20T14:10:00Z,2021-03-20T13:44:00Z,2021-03-20T12:06:55Z,,
781117,2021-03-20T12:08:35Z,31.250145,121.281427,3500.0,310.0,,False,CXA8506,B-7826,terrestrial,MF8506,2021-03-20T12:08:38.509Z,170.0,2145,B738,Boeing 737-800WL,MF,Xiamen Airlines,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZSAM,XMN,2021-03-20T14:10:00Z,2021-03-20T13:44:00Z,2021-03-20T12:06:55Z,,
781117,2021-03-20T12:08:41Z,31.252612,121.276813,3600.0,310.0,1210.0,False,CXA8506,B-7826,terrestrial,MF8506,2021-03-20T12:08:43.548Z,180.0,2145,B738,Boeing 737-800WL,MF,Xiamen Airlines,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZSAM,XMN,2021-03-20T14:10:00Z,2021-03-20T13:44:00Z,2021-03-20T12:06:55Z,,
781117,2021-03-20T12:09:17Z,31.270023,121.243689,4200.0,300.0,1150.0,False,CXA8506,B-7826,terrestrial,MF8506,2021-03-20T12:09:20.299Z,210.0,2145,B738,Boeing 737-800WL,MF,Xiamen Airlines,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZSAM,XMN,2021-03-20T14:10:00Z,2021-03-20T13:44:00Z,2021-03-20T12:06:55Z,,
781117,2021-03-20T12:09:23Z,31.272723,121.236987,4325.0,290.0,1020.0,False,CXA8506,B-7826,terrestrial,MF8506,2021-03-20T12:09:25.452Z,210.0,2145,B738,Boeing 737-800WL,MF,Xiamen Airlines,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZSAM,XMN,2021-03-20T14:10:00Z,2021-03-20T13:44:00Z,2021-03-20T12:06:55Z,,
781117,2021-03-20T12:09:41Z,31.273544,121.215443,4625.0,270.0,1080.0,False,CXA8506,B-7826,terrestrial,MF8506,2021-03-20T12:09:44.534Z,230.0,2145,B738,Boeing 737-800WL,MF,Xiamen Airlines,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZSAM,XMN,2021-03-20T14:10:00Z,2021-03-20T13:44:00Z,2021-03-20T12:06:55Z,,
781117,2021-03-20T12:09:36Z,31.27446,121.222175,4525.0,270.0,920.0,False,CXA8506,B-7826,terrestrial,MF8506,2021-03-20T12:09:38.666Z,220.0,2145,B738,Boeing 737-800WL,MF,Xiamen Airlines,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZSAM,XMN,2021-03-20T14:10:00Z,2021-03-20T13:44:00Z,2021-03-20T12:06:55Z,,
781117,2021-03-20T12:09:11Z,31.26709,121.249372,4100.0,310.0,1080.0,False,CXA8506,B-7826,terrestrial,MF8506,2021-03-20T12:09:13.793Z,200.0,2145,B738,Boeing 737-800WL,MF,Xiamen Airlines,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZSAM,XMN,2021-03-20T14:10:00Z,2021-03-20T13:44:00Z,2021-03-20T12:06:55Z,,
781117,2021-03-20T12:10:27Z,31.244745,121.165027,5000.0,240.0,1530.0,False,CXA8506,B-7826,terrestrial,MF8506,2021-03-20T12:10:30.490Z,260.0,2145,B738,Boeing 737-800WL,MF,Xiamen Airlines,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZSAM,XMN,2021-03-20T14:10:00Z,2021-03-20T13:44:00Z,2021-03-20T12:06:55Z,,
7802F3,2021-03-20T12:11:57Z,31.207177,121.256873,11800.0,220.0,30.0,False,CSN3262,B-5193,terrestrial,CZ3262,2021-03-20T12:12:00.085Z,300.0,5044,B738,Boeing 737-81B,CZ,China Southern Airlines,+0800,ZSPD,PVG,2021-03-20T11:50:00Z,,+0800,ZGNN,NNG,2021-03-20T15:20:00Z,,2021-03-20T12:02:46Z,,
7802F3,2021-03-20T12:11:55Z,31.210281,121.260089,11800.0,220.0,30.0,False,CSN3262,B-5193,terrestrial,CZ3262,2021-03-20T12:11:57.893Z,300.0,5044,B738,Boeing 737-81B,CZ,China Southern Airlines,+0800,ZSPD,PVG,2021-03-20T11:50:00Z,,+0800,ZGNN,NNG,2021-03-20T15:20:00Z,,2021-03-20T12:02:46Z,,
7802F3,2021-03-20T12:11:52Z,31.215091,121.265277,11800.0,220.0,30.0,False,CSN3262,B-5193,terrestrial,CZ3262,2021-03-20T12:11:54.534Z,300.0,5044,B738,Boeing 737-81B,CZ,China Southern Airlines,+0800,ZSPD,PVG,2021-03-20T11:50:00Z,,+0800,ZGNN,NNG,2021-03-20T15:20:00Z,,2021-03-20T12:02:46Z,,
7802F3,2021-03-20T12:11:42Z,31.223843,121.273792,11800.0,220.0,-30.0,False,CSN3262,B-5193,terrestrial,CZ3262,2021-03-20T12:11:44.896Z,300.0,5044,B738,Boeing 737-81B,CZ,China Southern Airlines,+0800,ZSPD,PVG,2021-03-20T11:50:00Z,,+0800,ZGNN,NNG,2021-03-20T15:20:00Z,,2021-03-20T12:02:46Z,,
7802F3,2021-03-20T12:11:30Z,31.237529,121.286481,11800.0,220.0,0.0,False,CSN3262,B-5193,terrestrial,CZ3262,2021-03-20T12:11:32.411Z,300.0,5044,B738,Boeing 737-81B,CZ,China Southern Airlines,+0800,ZSPD,PVG,2021-03-20T11:50:00Z,,+0800,ZGNN,NNG,2021-03-20T15:20:00Z,,2021-03-20T12:02:46Z,,
781117,2021-03-20T12:10:21Z,31.248981,121.171838,4850.0,240.0,730.0,False,CXA8506,B-7826,terrestrial,MF8506,2021-03-20T12:10:22.827Z,250.0,2145,B738,Boeing 737-800WL,MF,Xiamen Airlines,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZSAM,XMN,2021-03-20T14:10:00Z,2021-03-20T13:44:00Z,2021-03-20T12:06:55Z,,
780F9D,2021-03-20T12:11:00Z,31.276912,121.287305,3950.0,330.0,1340.0,False,DKH1143,B-8540,terrestrial,HO1143,2021-03-20T12:11:01.544Z,190.0,5031,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZUGY,KWE,2021-03-20T15:10:00Z,,2021-03-20T12:08:59Z,,
780F9D,2021-03-20T12:11:04Z,31.280078,121.284558,4025.0,330.0,1080.0,False,DKH1143,B-8540,terrestrial,HO1143,2021-03-20T12:11:05.960Z,200.0,5031,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZUGY,KWE,2021-03-20T15:10:00Z,,2021-03-20T12:08:59Z,,
780F9D,2021-03-20T12:11:09Z,31.285172,121.28023,4150.0,330.0,1080.0,False,DKH1143,B-8540,terrestrial,HO1143,2021-03-20T12:11:11.627Z,210.0,5031,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZUGY,KWE,2021-03-20T15:10:00Z,,2021-03-20T12:08:59Z,,
780FBD,2021-03-20T12:03:32Z,31.131454,121.332846,13600.0,130.0,-920.0,False,CSH9418,B-7397,terrestrial,FM9418,2021-03-20T12:03:34.293Z,340.0,2137,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSLG,LYG,2021-03-20T11:20:00Z,,+0800,ZSPD,PVG,2021-03-20T12:35:00Z,,,,
780FBD,2021-03-20T12:03:53Z,31.118402,121.365253,13250.0,110.0,,False,CSH9418,B-7397,terrestrial,FM9418,2021-03-20T12:03:54.670Z,340.0,2137,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSLG,LYG,2021-03-20T11:20:00Z,,+0800,ZSPD,PVG,2021-03-20T12:35:00Z,,,,
780FBD,2021-03-20T12:03:08Z,31.156761,121.294501,13800.0,140.0,-30.0,False,CSH9418,B-7397,terrestrial,FM9418,2021-03-20T12:03:10.163Z,340.0,2137,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSLG,LYG,2021-03-20T11:20:00Z,,+0800,ZSPD,PVG,2021-03-20T12:35:00Z,,,,
780FBD,2021-03-20T12:03:11Z,31.152008,121.30118,13800.0,140.0,-90.0,False,CSH9418,B-7397,terrestrial,FM9418,2021-03-20T12:03:14.227Z,340.0,2137,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSLG,LYG,2021-03-20T11:20:00Z,,+0800,ZSPD,PVG,2021-03-20T12:35:00Z,,,,
780FBD,2021-03-20T12:03:05Z,31.157971,121.292798,13800.0,140.0,-30.0,False,CSH9418,B-7397,terrestrial,FM9418,2021-03-20T12:03:07.662Z,340.0,2137,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSLG,LYG,2021-03-20T11:20:00Z,,+0800,ZSPD,PVG,2021-03-20T12:35:00Z,,,,
78119D,2021-03-20T12:03:08Z,31.183412,121.33287,,87.542946,,True,CES5346,B-8568,terrestrial,MU5346,2021-03-20T12:03:10.171Z,10.0,1047,A321,Airbus A321-211,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:00:00Z,2021-03-20T12:00:00Z,+0800,ZSYT,YNT,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,,,
781087,2021-03-20T12:03:32Z,31.200577,121.325468,,,,True,CES6057,B-8648,terrestrial,MU6057,2021-03-20T12:03:34.484Z,0.0,5030,A321,Airbus A321-211,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,2021-03-20T12:05:00Z,+0800,ZJSY,SYX,2021-03-20T15:20:00Z,2021-03-20T15:20:00Z,,,
